>>>DATA LIST FOR: SCORED_POSTS_AQ (A)_201349194152470.xml
ye1.org, AQAA Military Engagement, عصفور النار, الفجر الجدديد, 1
173.199.128.68,AQ Ideology,Closeness Centrality,الاعلام الجهادي,0.0
173.199.128.68,AQ Ideology,Closeness Centrality,عمر الفاروق,0.875
173.199.128.68,AQ Ideology,Closeness Centrality,الثقيل,0.0
173.199.128.68,AQ Ideology,Betweenness Centrality,المتوكل على الله,0.0
173.199.128.68,AQ Ideology,Betweenness Centrality,ابن الهازمي,0.0
173.199.128.68,AQ Ideology,Betweenness Centrality,Catch Me If You Can,3.0
173.199.128.68,AQ Ideology,Betweenness Centrality,هزاع,0.0
173.199.128.68,AQ Ideology,Betweenness Centrality,نيو كلير,0.0
173.199.128.68,AQ Ideology,Betweenness Centrality,الاعلام الجهادي,0.0
173.199.128.68,AQ Ideology,Betweenness Centrality,عمر الفاروق,17.0
173.199.128.68,AQ Ideology,Betweenness Centrality,الثقيل,0.0
173.199.128.68,AQ Ideology,Eigenvector Centrality,المتوكل على الله,0.408248290464
173.199.128.68,AQ Ideology,Eigenvector Centrality,ابن الهازمي,-0
173.199.128.68,AQ Ideology,Eigenvector Centrality,Catch Me If You Can,0.408248290464
173.199.128.68,AQ Ideology,Eigenvector Centrality,هزاع,0.408248290464
173.199.128.68,AQ Ideology,Eigenvector Centrality,نيو كلير,-0
173.199.128.68,AQ Ideology,Eigenvector Centrality,الاعلام الجهادي,-0
173.199.128.68,AQ Ideology,Eigenvector Centrality,عمر الفاروق,0.707106781187
173.199.128.68,AQ Ideology,Eigenvector Centrality,الثقيل,-0
173.199.128.68,AQ Ideology,Pagerank,المتوكل على الله,0.102307520168
173.199.128.68,AQ Ideology,Pagerank,ابن الهازمي,0.102307520168
173.199.128.68,AQ Ideology,Pagerank,Catch Me If You Can,0.102307520168
173.199.128.68,AQ Ideology,Pagerank,هزاع,0.102307520168
173.199.128.68,AQ Ideology,Pagerank,الثقيل,0.102307520168
173.199.128.68,AQ Ideology,Pagerank,الاعلام الجهادي,0.106116047852
173.199.128.68,AQ Ideology,Pagerank,عمر الفاروق,0.280038831141
173.199.128.68,AQ Ideology,Pagerank,نيو كلير,0.102307520168
173.199.128.68,AQAA Terrorist Activity,Degree,المتوكل على الله,1
173.199.128.68,AQAA Terrorist Activity,Degree,ابن الهازمي,1
173.199.128.68,AQAA Terrorist Activity,Degree,Catch Me If You Can,1
173.199.128.68,AQAA Terrorist Activity,Degree,هزاع,2
173.199.128.68,AQAA Terrorist Activity,Degree,الثقيل,1
173.199.128.68,AQAA Terrorist Activity,Degree,عمر الفاروق,7
173.199.128.68,AQAA Terrorist Activity,Degree,نيو كلير,1
173.199.128.68,AQAA Terrorist Activity,In Degree,المتوكل على الله,1
173.199.128.68,AQAA Terrorist Activity,In Degree,ابن الهازمي,1
173.199.128.68,AQAA Terrorist Activity,In Degree,Catch Me If You Can,1
173.199.128.68,AQAA Terrorist Activity,In Degree,هزاع,1
173.199.128.68,AQAA Terrorist Activity,In Degree,الثقيل,1
173.199.128.68,AQAA Terrorist Activity,In Degree,عمر الفاروق,1
173.199.128.68,AQAA Terrorist Activity,In Degree,نيو كلير,1
173.199.128.68,AQAA Terrorist Activity,Out Degree,المتوكل على الله,0
173.199.128.68,AQAA Terrorist Activity,Out Degree,ابن الهازمي,0
173.199.128.68,AQAA Terrorist Activity,Out Degree,Catch Me If You Can,0
173.199.128.68,AQAA Terrorist Activity,Out Degree,هزاع,1
173.199.128.68,AQAA Terrorist Activity,Out Degree,الثقيل,0
173.199.128.68,AQAA Terrorist Activity,Out Degree,عمر الفاروق,6
173.199.128.68,AQAA Terrorist Activity,Out Degree,نيو كلير,0
173.199.128.68,AQAA Terrorist Activity,Closeness Centrality,المتوكل على الله,0.0
173.199.128.68,AQAA Terrorist Activity,Closeness Centrality,ابن الهازمي,0.0
173.199.128.68,AQAA Terrorist Activity,Closeness Centrality,Catch Me If You Can,0.0
173.199.128.68,AQAA Terrorist Activity,Closeness Centrality,هزاع,0.545454545455
173.199.128.68,AQAA Terrorist Activity,Closeness Centrality,الثقيل,0.0
173.199.128.68,AQAA Terrorist Activity,Closeness Centrality,عمر الفاروق,1.0
173.199.128.68,AQAA Terrorist Activity,Closeness Centrality,نيو كلير,0.0
173.199.128.68,AQAA Terrorist Activity,Betweenness Centrality,المتوكل على الله,0.0
173.199.128.68,AQAA Terrorist Activity,Betweenness Centrality,ابن الهازمي,0.0
173.199.128.68,AQAA Terrorist Activity,Betweenness Centrality,Catch Me If You Can,0.0
173.199.128.68,AQAA Terrorist Activity,Betweenness Centrality,هزاع,0.0
173.199.128.68,AQAA Terrorist Activity,Betweenness Centrality,الثقيل,0.0
173.199.128.68,AQAA Terrorist Activity,Betweenness Centrality,عمر الفاروق,5.0
173.199.128.68,AQAA Terrorist Activity,Betweenness Centrality,نيو كلير,0.0
173.199.128.68,AQAA Terrorist Activity,Eigenvector Centrality,المتوكل على الله,0.0
173.199.128.68,AQAA Terrorist Activity,Eigenvector Centrality,ابن الهازمي,0.0
173.199.128.68,AQAA Terrorist Activity,Eigenvector Centrality,Catch Me If You Can,0.0
173.199.128.68,AQAA Terrorist Activity,Eigenvector Centrality,هزاع,0.707106781187
173.199.128.68,AQAA Terrorist Activity,Eigenvector Centrality,الثقيل,0.0
173.199.128.68,AQAA Terrorist Activity,Eigenvector Centrality,عمر الفاروق,0.707106781187
173.199.128.68,AQAA Terrorist Activity,Eigenvector Centrality,نيو كلير,0.0
173.199.128.68,AQAA Terrorist Activity,Pagerank,المتوكل على الله,0.131226053521
173.199.128.68,AQAA Terrorist Activity,Pagerank,ابن الهازمي,0.131226053521
173.199.128.68,AQAA Terrorist Activity,Pagerank,Catch Me If You Can,0.131226053521
173.199.128.68,AQAA Terrorist Activity,Pagerank,هزاع,0.131226053521
173.199.128.68,AQAA Terrorist Activity,Pagerank,الثقيل,0.131226053521
173.199.128.68,AQAA Terrorist Activity,Pagerank,عمر الفاروق,0.212643678874
173.199.128.68,AQAA Terrorist Activity,Pagerank,نيو كلير,0.131226053521
facebook.com,AQAA Non Violent Activity,Degree,Nazanin Angel,1
facebook.com,AQAA Non Violent Activity,Degree,Um Alsadah,1
facebook.com,AQAA Non Violent Activity,Degree,معا لجمع مئة الف شيعي يفتخر بكلمة رافضي,4
facebook.com,AQAA Non Violent Activity,Degree,النجف الاشرف,1
facebook.com,AQAA Non Violent Activity,Degree,محمد محمد حسين الربيعي,1
facebook.com,AQAA Non Violent Activity,In Degree,Nazanin Angel,0
facebook.com,AQAA Non Violent Activity,In Degree,Um Alsadah,0
facebook.com,AQAA Non Violent Activity,In Degree,معا لجمع مئة الف شيعي يفتخر بكلمة رافضي,4
facebook.com,AQAA Non Violent Activity,In Degree,النجف الاشرف,0
facebook.com,AQAA Non Violent Activity,In Degree,محمد محمد حسين الربيعي,0
facebook.com,AQAA Non Violent Activity,Out Degree,Nazanin Angel,1
facebook.com,AQAA Non Violent Activity,Out Degree,Um Alsadah,1
facebook.com,AQAA Non Violent Activity,Out Degree,معا لجمع مئة الف شيعي يفتخر بكلمة رافضي,0
facebook.com,AQAA Non Violent Activity,Out Degree,النجف الاشرف,1
facebook.com,AQAA Non Violent Activity,Out Degree,محمد محمد حسين الربيعي,1
facebook.com,AQAA Non Violent Activity,Closeness Centrality,Nazanin Angel,1.0
facebook.com,AQAA Non Violent Activity,Closeness Centrality,Um Alsadah,1.0
facebook.com,AQAA Non Violent Activity,Closeness Centrality,معا لجمع مئة الف شيعي يفتخر بكلمة رافضي,0.0
facebook.com,AQAA Non Violent Activity,Closeness Centrality,النجف الاشرف,1.0
facebook.com,AQAA Non Violent Activity,Closeness Centrality,محمد محمد حسين الربيعي,1.0
facebook.com,AQAA Non Violent Activity,Betweenness Centrality,Nazanin Angel,0.0
facebook.com,AQAA Non Violent Activity,Betweenness Centrality,Um Alsadah,0.0
facebook.com,AQAA Non Violent Activity,Betweenness Centrality,معا لجمع مئة الف شيعي يفتخر بكلمة رافضي,0.0
facebook.com,AQAA Non Violent Activity,Betweenness Centrality,النجف الاشرف,0.0
facebook.com,AQAA Non Violent Activity,Betweenness Centrality,محمد محمد حسين الربيعي,0.0
facebook.com,AQAA Non Violent Activity,Eigenvector Centrality,Um Alsadah,0.0
facebook.com,AQAA Non Violent Activity,Eigenvector Centrality,محمد محمد حسين الربيعي,0.0
facebook.com,AQAA Non Violent Activity,Eigenvector Centrality,معا لجمع مئة الف شيعي يفتخر بكلمة رافضي,0.0
facebook.com,AQAA Non Violent Activity,Eigenvector Centrality,النجف الاشرف,0.0
facebook.com,AQAA Non Violent Activity,Eigenvector Centrality,Nazanin Angel,0.0
facebook.com,AQAA Non Violent Activity,Pagerank,Um Alsadah,0.119047618545
facebook.com,AQAA Non Violent Activity,Pagerank,معا لجمع مئة الف شيعي يفتخر بكلمة رافضي,0.52380952582
facebook.com,AQAA Non Violent Activity,Pagerank,Nazanin Angel,0.119047618545
facebook.com,AQAA Non Violent Activity,Pagerank,النجف الاشرف,0.119047618545
facebook.com,AQAA Non Violent Activity,Pagerank,محمد محمد حسين الربيعي,0.119047618545
as-ansar.com,AQAA Military Engagement,Degree,(ناصر الدين),1
as-ansar.com,AQAA Military Engagement,Degree,البتّار اللبناني,1
as-ansar.com,AQAA Military Engagement,Degree,ابن نينوى,1
as-ansar.com,AQAA Military Engagement,Degree,ابو عبد العزيز,1
as-ansar.com,AQAA Military Engagement,Degree,بنت الصحابه,1
as-ansar.com,AQAA Military Engagement,Degree,سحاب,1
as-ansar.com,AQAA Military Engagement,Degree,ابوعبيدة المصري السلفي,1
as-ansar.com,AQAA Military Engagement,Degree,الزبير المقهور,10
as-ansar.com,AQAA Military Engagement,Degree,:: أبو الفضيل التونسيّ ::,1
as-ansar.com,AQAA Military Engagement,Degree,طويل الصمت,1
as-ansar.com,AQAA Military Engagement,Degree,فداء الإسلام قطرة,1
as-ansar.com,AQAA Military Engagement,In Degree,(ناصر الدين),0
as-ansar.com,AQAA Military Engagement,In Degree,البتّار اللبناني,0
as-ansar.com,AQAA Military Engagement,In Degree,ابن نينوى,0
as-ansar.com,AQAA Military Engagement,In Degree,ابو عبد العزيز,0
as-ansar.com,AQAA Military Engagement,In Degree,بنت الصحابه,0
as-ansar.com,AQAA Military Engagement,In Degree,سحاب,0
as-ansar.com,AQAA Military Engagement,In Degree,ابوعبيدة المصري السلفي,0
as-ansar.com,AQAA Military Engagement,In Degree,الزبير المقهور,10
as-ansar.com,AQAA Military Engagement,In Degree,:: أبو الفضيل التونسيّ ::,0
as-ansar.com,AQAA Military Engagement,In Degree,طويل الصمت,0
as-ansar.com,AQAA Military Engagement,In Degree,فداء الإسلام قطرة,0
as-ansar.com,AQAA Military Engagement,Out Degree,(ناصر الدين),1
as-ansar.com,AQAA Military Engagement,Out Degree,البتّار اللبناني,1
as-ansar.com,AQAA Military Engagement,Out Degree,ابن نينوى,1
as-ansar.com,AQAA Military Engagement,Out Degree,ابو عبد العزيز,1
as-ansar.com,AQAA Military Engagement,Out Degree,بنت الصحابه,1
as-ansar.com,AQAA Military Engagement,Out Degree,سحاب,1
as-ansar.com,AQAA Military Engagement,Out Degree,ابوعبيدة المصري السلفي,1
as-ansar.com,AQAA Military Engagement,Out Degree,الزبير المقهور,0
as-ansar.com,AQAA Military Engagement,Out Degree,:: أبو الفضيل التونسيّ ::,1
as-ansar.com,AQAA Military Engagement,Out Degree,طويل الصمت,1
as-ansar.com,AQAA Military Engagement,Out Degree,فداء الإسلام قطرة,1
as-ansar.com,AQAA Military Engagement,Closeness Centrality,(ناصر الدين),1.0
as-ansar.com,AQAA Military Engagement,Closeness Centrality,البتّار اللبناني,1.0
as-ansar.com,AQAA Military Engagement,Closeness Centrality,ابن نينوى,1.0
as-ansar.com,AQAA Military Engagement,Closeness Centrality,ابو عبد العزيز,1.0
as-ansar.com,AQAA Military Engagement,Closeness Centrality,بنت الصحابه,1.0
as-ansar.com,AQAA Military Engagement,Closeness Centrality,سحاب,1.0
as-ansar.com,AQAA Military Engagement,Closeness Centrality,ابوعبيدة المصري السلفي,1.0
as-ansar.com,AQAA Military Engagement,Closeness Centrality,الزبير المقهور,0.0
as-ansar.com,AQAA Military Engagement,Closeness Centrality,:: أبو الفضيل التونسيّ ::,1.0
as-ansar.com,AQAA Military Engagement,Closeness Centrality,طويل الصمت,1.0
as-ansar.com,AQAA Military Engagement,Closeness Centrality,فداء الإسلام قطرة,1.0
as-ansar.com,AQAA Military Engagement,Betweenness Centrality,(ناصر الدين),0.0
as-ansar.com,AQAA Military Engagement,Betweenness Centrality,البتّار اللبناني,0.0
as-ansar.com,AQAA Military Engagement,Betweenness Centrality,ابن نينوى,0.0
as-ansar.com,AQAA Military Engagement,Betweenness Centrality,ابو عبد العزيز,0.0
as-ansar.com,AQAA Military Engagement,Betweenness Centrality,بنت الصحابه,0.0
as-ansar.com,AQAA Military Engagement,Betweenness Centrality,سحاب,0.0
as-ansar.com,AQAA Military Engagement,Betweenness Centrality,ابوعبيدة المصري السلفي,0.0
as-ansar.com,AQAA Military Engagement,Betweenness Centrality,الزبير المقهور,0.0
as-ansar.com,AQAA Military Engagement,Betweenness Centrality,:: أبو الفضيل التونسيّ ::,0.0
as-ansar.com,AQAA Military Engagement,Betweenness Centrality,طويل الصمت,0.0
as-ansar.com,AQAA Military Engagement,Betweenness Centrality,فداء الإسلام قطرة,0.0
as-ansar.com,AQAA Military Engagement,Eigenvector Centrality,(ناصر الدين),0.0
as-ansar.com,AQAA Military Engagement,Eigenvector Centrality,البتّار اللبناني,0.0
as-ansar.com,AQAA Military Engagement,Eigenvector Centrality,طويل الصمت,0.0
as-ansar.com,AQAA Military Engagement,Eigenvector Centrality,ابن نينوى,0.0
as-ansar.com,AQAA Military Engagement,Eigenvector Centrality,ابو عبد العزيز,0.0
as-ansar.com,AQAA Military Engagement,Eigenvector Centrality,ابوعبيدة المصري السلفي,0.0
as-ansar.com,AQAA Military Engagement,Eigenvector Centrality,فداء الإسلام قطرة,0.0
as-ansar.com,AQAA Military Engagement,Eigenvector Centrality,الزبير المقهور,0.0
as-ansar.com,AQAA Military Engagement,Eigenvector Centrality,:: أبو الفضيل التونسيّ ::,0.0
as-ansar.com,AQAA Military Engagement,Eigenvector Centrality,بنت الصحابه,0.0
as-ansar.com,AQAA Military Engagement,Eigenvector Centrality,سحاب,0.0
as-ansar.com,AQAA Military Engagement,Pagerank,(ناصر الدين),0.0512820514871
as-ansar.com,AQAA Military Engagement,Pagerank,البتّار اللبناني,0.0512820514871
as-ansar.com,AQAA Military Engagement,Pagerank,ابن نينوى,0.0512820514871
as-ansar.com,AQAA Military Engagement,Pagerank,ابو عبد العزيز,0.0512820514871
as-ansar.com,AQAA Military Engagement,Pagerank,بنت الصحابه,0.0512820514871
as-ansar.com,AQAA Military Engagement,Pagerank,:: أبو الفضيل التونسيّ ::,0.0512820514871
as-ansar.com,AQAA Military Engagement,Pagerank,ابوعبيدة المصري السلفي,0.0512820514871
as-ansar.com,AQAA Military Engagement,Pagerank,الزبير المقهور,0.487179485129
as-ansar.com,AQAA Military Engagement,Pagerank,سحاب,0.0512820514871
as-ansar.com,AQAA Military Engagement,Pagerank,طويل الصمت,0.0512820514871
as-ansar.com,AQAA Military Engagement,Pagerank,فداء الإسلام قطرة,0.0512820514871
as-ansar.com,AQAA Terrorist Activity,Degree,الزبير المقهور,1
as-ansar.com,AQAA Terrorist Activity,Degree,بنت الصحابه,1
as-ansar.com,AQAA Terrorist Activity,In Degree,الزبير المقهور,1
as-ansar.com,AQAA Terrorist Activity,In Degree,بنت الصحابه,0
as-ansar.com,AQAA Terrorist Activity,Out Degree,الزبير المقهور,0
as-ansar.com,AQAA Terrorist Activity,Out Degree,بنت الصحابه,1
as-ansar.com,AQAA Terrorist Activity,Closeness Centrality,الزبير المقهور,0.0
as-ansar.com,AQAA Terrorist Activity,Closeness Centrality,بنت الصحابه,1.0
as-ansar.com,AQAA Terrorist Activity,Betweenness Centrality,الزبير المقهور,0.0
as-ansar.com,AQAA Terrorist Activity,Betweenness Centrality,بنت الصحابه,0.0
as-ansar.com,AQAA Terrorist Activity,Eigenvector Centrality,الزبير المقهور,0.0
as-ansar.com,AQAA Terrorist Activity,Eigenvector Centrality,بنت الصحابه,0.0
as-ansar.com,AQAA Terrorist Activity,Pagerank,الزبير المقهور,0.649122806022
as-ansar.com,AQAA Terrorist Activity,Pagerank,بنت الصحابه,0.350877193978
syrianarmyfree.com,AQAA Military Engagement,Degree,ثائر ليبي,1
syrianarmyfree.com,AQAA Military Engagement,Degree,عبدالرحيم محب الجيش الحر,1
syrianarmyfree.com,AQAA Military Engagement,In Degree,ثائر ليبي,1
syrianarmyfree.com,AQAA Military Engagement,In Degree,عبدالرحيم محب الجيش الحر,0
syrianarmyfree.com,AQAA Military Engagement,Out Degree,ثائر ليبي,0
syrianarmyfree.com,AQAA Military Engagement,Out Degree,عبدالرحيم محب الجيش الحر,1
syrianarmyfree.com,AQAA Military Engagement,Closeness Centrality,ثائر ليبي,0.0
syrianarmyfree.com,AQAA Military Engagement,Closeness Centrality,عبدالرحيم محب الجيش الحر,1.0
syrianarmyfree.com,AQAA Military Engagement,Betweenness Centrality,ثائر ليبي,0.0
syrianarmyfree.com,AQAA Military Engagement,Betweenness Centrality,عبدالرحيم محب الجيش الحر,0.0
syrianarmyfree.com,AQAA Military Engagement,Eigenvector Centrality,ثائر ليبي,0.0
syrianarmyfree.com,AQAA Military Engagement,Eigenvector Centrality,عبدالرحيم محب الجيش الحر,0.0
